"ID_reference","Reference"
678,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
679,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
680,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
681,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
682,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
683,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
684,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
685,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
686,"Peralta, P., Múlgura de Romero, M., Denham, S., & Botta, S. (2008). REVISIÓN DEL GÉNERO JUNELLIA (VERBENACEAE). Annals of the Missouri Botanical Garden, 95(2), 338-390. https://doi.org/10.3417/2004167"
687,"Chavez, J., & Perez, R. (2021). “ACTIVIDAD ANTIBACTERIANA IN VITRO DEL EXTRACTO DE RAÍZ DE krameria lappacea (RETANGIA) CONTRA CEPAS DE Salmonella tiphy ATCC 13311” [UNIVERSIDAD PRIVADA DE HUANCAYO]. https://repositorio.uroosevelt.edu.pe/bitstream/handle/20.500.14140/713/TESIS%20JUAN%20-%20ROER.pdf?sequence=1&isAllowed=y"
688,"Dostert, N., Caceres, F., Brokamp, G., & Weigend, M. (2018). Propagación in situ de ratania—Krameria lappacea (Krameriaceae): Factores limitantes de la propagación natural y efectos de resiembra. Revista peruana de biología, 25(1), 29-34. http://dx.doi.org/10.15381/rpb.v25i1.14345"
689,"Ministerio de las Culturas, las Artes y el Patrimonio. Gobierno de Chile. (En línea). Tesauro Regional Patrimonial. Centro de Documentación de Bienes Patrimoniales. https://www.tesauroregional.cl/terminos/464"
690,"Ulloa, G. (2004). Estudio quimico de un extracto alcaloideo de Latua Pubiflora y evalucion farmacologica de los compuestos alcaloideos [Universidad Austral de Chile. Escuela de Quimica y Farmacia]. https://nanopdf.com/download/fcu42e-tesis-electronicas-uach_pdf"
691,"Ibaca, R. (2001). Monografia de arboles y arbustos Chilenos con propiedades medicinales y aromaticas [Universidad de Concepción. Facultad de Ciencias Forestales]. https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/10676/INFOR_TES_10.pdf?sequence=1&isAllowed=y"
692,"Perez, A. (2021). REPRESENTACIONES FITOMORFAS DE LATUA PUBIFLORA EN ARTEFACTOS ORNAMENTALES DE COBRE EN EL ÁREA CENTRO-SUR DE CHILE HACIA EL 1000 AP Phytomorphic Representations of Latua pubiflora on Copper Ornamental Artifacts in South-Central Chile c. 1000 BP. ARQUEOLOGÍA IBEROAMERICANA, 47, 153-160. https://www.laiesken.net/arqueologia/"
693,"Uribe-Moraga, M., & Cifuentes, L. (2004). Aplicación de técnicas de cultivo in vitro en la propagación de Legrandia concinna. BOSQUE, 25(1), 129-135. https://www.researchgate.net/publication/250372033_Aplicacion_de_tecnicas_de_cultivo_in_vitro_en_la_propagacion_de_Legrandia_concinna"
694,"Pool, A., & Knapp, S. (2011). LAMIACEAE. En Flora Mesoamericana (Vol. 4, p. 342). Universidad Nacional Autonoma de Mexico. https://www.researchgate.net/publication/265166279_Catoferia_Chaunostoma_Lepechinia_Salvia_Teucrium_In_Flora_Meso_Americana_volumen_4_parte_2"
695,"Pool, A., & Knapp, S. (2011). LAMIACEAE. En Flora Mesoamericana (Vol. 4, p. 342). Universidad Nacional Autonoma de Mexico. https://www.researchgate.net/publication/265166279_Catoferia_Chaunostoma_Lepechinia_Salvia_Teucrium_In_Flora_Meso_Americana_volumen_4_parte_2"
696,"Haloua, P., Padin, O., & Portal, R. (1999). Caracterización de la biodiversidad de la franja costera norte de Tierra del Fuego. TAG- D/R Lettieri. http://www.ecopuerto.com/cae/total/Total-BIODIVER.PDF"
697,"Yagello, J., Vera, M., Massardo, F., Dollenz, O., & Musalem, M. (2007). PROPAGACIÓN DE Lepidophyllum cupressiforme (Lam.) Cass., UNA ESPECIE NATIVA DE LA PATAGONIA AUSTRAL DE CHILE, CON POTENCIAL ORNAMENTAL. Agro Sur, 35(2), Art. 2. https://doi.org/10.4206/agrosur.2007.v35n2-13"
698,"Philippi, Rodolfo. (1884). Botánica. Descripción de algunas plantas nuevas chilenas. Anales de la Universidad de Chile. https://books.google.cl/books?hl=es&lr=&id=aM0YAAAAYAAJ&oi=fnd&pg=PA1&dq=Adesmia+bijuga+fruto+pdf&ots=4Gl8ehzQ2N&sig=Znz5dn_1JLAWMgTAd0WKknF0RUE&redir_esc=y#v=onepage&q&f=false"
699,"Diaz-De león, C., González-Álvarez, M., Guzmán-Lucio, M., Núñez-Guzmán, G., & Moreno-Limón, S. (2020). El orégano de los géneros Lippia (Verbenaceae) y Poliomintha (Lamiaceae) en el Estado de Nuevo León, México. Polibotánica, 50. https://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-27682020000200001#:~:text=Es%20usado%20como%20condimento%2C%20planta,)%20y%20Poliomintha%20(Lamiaceae)."
700,"Aguirre, E., Bandoni, A., Di Leo Lira, P., Elechosa, M., Fernandez, E., Heit, C., Juarez, M., Lopez, S., Martinez, A., Martinez, E., Marino, A., Molina, A., Van Baren, C., & Viturro, C. (2009). MANUAL DE RECOLECCION SUSTENTABLE DE PLANTAS AROMATICAS NATIVAS DE LA REGIÓN CENTRAL Y NOROESTE DE LA ARGENTINA. Ediciones Instituto Nacional de Tecnología Agropecuaria. https://inta.gob.ar/sites/default/files/script-tmp-manual_aromticas_nativas.pdf"
701,"Troncoso, N. (1952). Descripción de algunas especies nuevas o críticas de «Lippia» de la Flora Argentina. Darwiniana, 10(1), 69-89. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/23211785.pdf?refreqid=excelsior%3Af89c98dda918504222a6c0fc386bf925&ab_segments=&origin=&acceptTC=1"
702,"Roman, J. (1930). LITHRAEA CAUSTICA  (Vulg. LITRE) ESTUDIO BOTÁNICO, HISTOLÓGICO, QUÍMICO Y FARMACOLÓGICO [Universidad de Chile. Facultad de Biologia y Ciencias Medicas]. http://www.memoriachilena.gob.cl/archivos2/pdfs/MC0059647.pdf"
703,"Faundez, L., Faundez, A., & Flores, R. (2009c). MANUAL PARA EL RECONOCIMIENTO DE ESPECIES DEL D.S. N°68/2009 MINAGRI, PRESENTES EN LA REGIÓN DE ATACAMA. https://investigacion.conaf.cl/archivos/repositorio_documento/2021/08/Atacama.pdf"
704,"Lammers, T. (2000). REVISION OF LOBELIA SECT. TUPA (CAMPANULACEAE: LOBELIOIDEAE). SIDA, 19(1), 87-110. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/41967755.pdf?refreqid=excelsior%3Ad8f545c9298b148979d98eb905d6317a&ab_segments=&origin="
705,"Marchant, D., Rios, L., Fraser, C., Orrego, F., Seron, A., Pinto, N., Celis, J., Quinteros, E., & Gajardo, J. (2012). Guia de campo. Los molles. DuocUC. https://issuu.com/fernandoruz/docs/guia_flora_nativa_chilena__los_molles_1_"
706,"Barrientos, K. (2013). ESTABLECIMIENTO IN VITRO DE TRES ESPECIES CHILENAS DEL GÉNERO LOMATIA (PROTEACEAE) [Universidad Austral de Chile. Facultad de Ciencias]. http://cybertesis.uach.cl/tesis/uach/2013/fcb2751e/doc/fcb2751e.pdf"
707,"Fuentes, F. (1933). REVISIONES EN LA FLORA CHILENA. Revista Chilena de Historia Natural, 248-255. http://rchn.biologiachile.cl/pdfs/1933/1/Fuentes_1933.pdf"
708,"Salinas, J., Acuña, B., Uribe, A., & Diaz, E. (2013). PRODUCCIÓN DE ARBOLES Y ARBUSTOS NATIVOS CON FINES DE RESTAURACIÓN DE BOSQUES Y ÁREAS DEGRADADAS EN LA REGIÓN DE AYSÉN. INFOR – MINAGRI. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/21054/31587.pdf;jsessionid=FB942A33FC62DCF85591A1E82F860251?sequence=1"
709,"Faundez, L., & Macaya, J. (1998). Presencia de Lophopappus foliosus Rusby (Asteraceae) en Chile y Antecedentes Taxonòmicos sobre el Gènero Lophopappus Rusby. Noticiario Mensual del Museo Nacional de Historia Natural, 332, 3-6. https://publicaciones.mnhn.gob.cl/668/articles-66630_archivo_01.pdf"
710,"Ortiz, G. (2015). Biología reproductiva de Lupinus sp. En el páramo El Verjón [Universidad de los Andes]. https://repositorio.uniandes.edu.co/bitstream/handle/1992/18606/u722384.pdf?sequence=1"
711,"Rodriguez, E., Aceñoloza, P., Picasso, G., & Gago, J. (2018). Plantas del bajo Río Uruguay: Árboles y Arbustos (Vol. 1). Comisión Administradora del Río Uruguay – C.A.R.U. https://www.caru.org.uy/web/wp-content/uploads/2018/11/Libro_plantas_del_bajo_rio_uruguay_VERSION-DIGITAL.pdf"
712,"Oggero, A., Arana, M., & Natale, E. (2019). Aprendiendo a cultivar nuestras plantas: Manual para la producción de la flora nativa. CEPYD; Universidad Nacional de Rio Cuarto & Ministerio de Ciencia y Tecnología. https://www.researchgate.net/publication/339311252_Aprendiendo_a_cultivar_nuestras_plantas_Manual_para_la_produccion_de_la_flora_nativa"
713,"Baeza, V. (1930). Los Nombres Vulgares de las Plantas Silvestres de Chile y su concordancia con los nombres científicos y observaciones sobre la aplicación técnica y medicinal de algunas especies (2.a ed.). Imprenta El Globo. http://www.memoriachilena.gob.cl/archivos2/pdfs/MC0059615.pdf"
714,"Forcone, A. (2004). HIERBAS Y ARBUSTOS FRECUENTES EN EL VALLE INFERIOR DEL RÍO CHUBUT UNA GUÍA ILUSTRADA PARA SU RECONOCIMIENTO. Universidad Nacional del Sur. https://ediuns.com.ar/wp-content/uploads/2018/02/P%C3%A1ginas-desdeFORCONE-2019-HIERBAS-Y-ARBUSTOS.pdf"
715,"Palchetti, M., Cantero, J., Morales-Fierro, V., Barboza, G., & Moreira-Muñoz, A. (2021). Living in extreme environments: Distribution of Lycium humile (Solanaceae), an endemic halophyte from the Altiplano-Puna region, South America. PhytoKeys, 185, 1-15. https://doi.org/10.3897/phytokeys.185.71377"
716,"Villagrán, C., Castro, V., Sánchez, G., Romo, M., Latorre, C., & Hinojosa, L. (1998). La tradición surandina del desierto: Etnobotánica del área del Salar de Atacama (Provincia de El Loa, Región de Antofagasta, Chile). Estudios Atacameños, 16, 7-105. https://www.jstor.org/stable/25674713"
717,"Teillier, S. (2000). FLORA DEL SALAR DE ASCOTAN, REGIÓN DE ANTOFAGASTA (II REGIÓN), CHILE. Chloris Chilensis, 3(1), 14-29. https://www.chlorischile.cl/pdf-s/chloris%203-1.pdf"
718,"Crisci, J. (1974). MARTICORENIA: A NEW GENUS OF MUTISIEAE (COMPOSITAE). Journal of the Arnold Arboretum, 55(1), 38-45. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/43781924.pdf?refreqid=excelsior%3A66ff3eb035ad6c389f291c96a7557296&ab_segments=&origin=&acceptTC=1"
719,"Biral, L. (2016). SISTEMÁTICA E FILOGENIA DE MAYTENUS MOLINA (CELASTRACEAE) NA REGIÃO NEOTROPICAL [Universidade Estadual Paulista “Júlio de Mesquita Filho]. https://repositorio.unesp.br/bitstream/handle/11449/141965/santos_lb_dr_rcla_int.pdf"
720,"Barrera, E., & Meza, I. (1977). Análisis de la cutícula foliar de especies chilenas del género maytenus mol. (Celastraceae). Boletin del Museo Nacional de Historia Natural, 35, 31-39. https://publicaciones.mnhn.gob.cl/668/articles-64102_archivo_01.pdf"
721,"Contreras, M., Chavez, B., Curruhuinca, Y., Costa, L., & Provitina, K. (2020). Guia de Flora Senda Angostura. Paimún-Termas de Epulafquen. https://sib.gob.ar/archivos/lanin_guia_flora_01.pdf"
722,"Muñoz, C. (1959). Sinopsis de la flora chilena, claves para la identificacion de familias y generos. Ediciones de la Universidad de Chile. https://www.science.org/doi/10.1126/science.131.3415.1729.a"
723,"Faundez, L., Larrain, B., & Giron, G. (2005). REDESCUBRIMIENTO DE MENODORA LINOIDES PHIL. (OLEACEAE), UNA ESPECIE CONSIDERADA COMO “EXTINTA”, EN LA PRECORDILLERA DE PETORCA-CHOAPA (REGIONES DE COQUIMBO Y VALPARAÍSO), CHILE. Chloris Chilensis, 8(2), 5-15. https://www.chlorischile.cl/pdf-s/chloris%208-2.pdf"
724,"Letelier, P., Suazo, D., Reyes, R., & Acevedo, J. (2010). Técnicas de propagación de Menodora linoides Phil. Revista Chagual, 8, 24-30. http://www.jardinbotanicochagual.cl/wp-content/themes/chagual-2013/pdf/revista-chagual-8.pdf"
725,"Chiarini, F., Barboza, G., Pozner, R., Palacios, D., & Cantero, J. (2018). FLORES DEL AMBATO. Secretaría de Ciencia y Tecnología de la Universidad Nacional de Córdoba. https://ri.conicet.gov.ar/bitstream/handle/11336/120698/AMBATO.pdf?sequence=8&isAllowed=y"
726,"Saldias, G. (2016). Propagación vegetativa por esquejes de Monttea chilensis Gay. Gayana Botanica, 73(1). https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-66432016000100004"
727,"Luebert, F. (2005). APUNTES SOBRE LA VEGETACIÓN DE BOSQUE Y MATORRAL DEL DESIERTO PRECORDILLERANO DE TARAPACÁ (CHILE). Chloris Chilensis, 7(1). https://www.chlorischile.cl/luebertmyrica/imagua.htm"
728,"O’Leary, N., Yuan, Y.-W., Chemisquy, A., & Olmstead, R. (2009). Reassignment of Species of Paraphyletic Junellia s.1. To the New Genus Mulguraea (Verbenaceae) and New Circumscription of Genus Junellia: Molecular and Morphological Congruence. Systematic Botany, 34(4), 777-786. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/40540508.pdf?refreqid=excelsior%3A5ba123cd668383034bbd6a5751ba5594&ab_segments=&origin=&acceptTC=1"
729,"Kausel, E. (1942). CONTRIBUCION AL ESTUDIO DE LAS MIRTACEAS CHILENAS. Revista Argentina de Agronomia, 9(1), 39.68. https://chlorischile.cl/EKausel/1942%20(1)%20RevArgAgron.pdf"
730,"Lara, A., Echeverría, C., Thiers, O., Huss, E., Escobar, B., Tripp, K., Zamorano, C., & Altamirano, A. (2008). Restauración ecológica de coníferas longevas: El caso del alerce (Fitzroya cupressoides) en el sur de Chile. En Restauración de Bosques en América Latina. Mundi-Prensa México, S.A. https://docplayer.es/68127279-Restauracion-de-bosques-en-america-latina.html"
731,"Quiroz, I. (2019). PLAN DE ENRIQUECIMIENTO DE FLORA EN ESTADO DE CONSERVACIÓN FUNDO VILLA RIVAS, CONTULMO (Informe Final; p. 49). COLBUN. https://snifa.sma.gob.cl/General/DescargarInformeSeguimiento/177809"
732,"Mazine, F., & Castro, V. (2008). Myrtaceae dos campos de altitud do Parque Nacional do Caparaó—Espírito Santo/Minas Gerais, Brasil. Rodriguésia, 59(1), 57-74. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/23499374.pdf?refreqid=excelsior%3A1abe3e301c7d99e4fa31b06493fc1042&ab_segments=&origin=&acceptTC=1"
733,"Ramirez, C., Romero, M., & Henriquez, O. (1980). ESTUDIOS DE GERMINACION EN SEMILLAS DE MIRTACEAS CHILENAS. BOSQUE, 3(2), 106-114. https://doi.org/ERVTXH      Y Q"
734,"Retamales, H. (2010). ESTUDIO MORFOANATÓMICO DE HOJAS Y ESTRUCTURAS REPRODUCTIVAS DE MYRCEUGENIA RUFA (COLLA) SKOTTSBERG EX KAUSEL (MYRTACEAE) [Universidad de Chile. Facultad de Ciencias Forestales y de la Conservación de la Naturaleza]. https://repositorio.uchile.cl/bitstream/handle/2250/151647/Estudio-morfoanatomico-de-hojas-y-estructuras-reproductivas-de-myrceugenia-rufa-%28Colla%29-Skottsberg-ex-Kausel-%28Myrtaceae%29.pdf?sequence=1&isAllowed=y"
735,"Figueroa, R., Villalobos, R., Chaparro, C., & Figueroa, J. (2010). Manual Educativo sobre el Entorno Ambiental y Sociocultural. Comuna de San Antonio. ONG Entorno. https://www.researchgate.net/publication/264971864_Guia_de_Educacion_Ambiental_para_la_comuna_de_San_Antonio"
736,"Squeo, F., Garcia, P., Carvajal, D., Letelier, L., Bascuñan, L., & Arancio, G. (2010). Diagnóstico del estado actual y propuestas para la conservación del Lucumillo: Informe Final (p. 20). Departamento de Biología, Facultad de Ciencias, Universidad de La Serena Centro de Estudios Avanzados en Zonas Áridas (CEAZA) Instituto de Ecología y Biodiversidad (IEB). http://www.lucumillo.cl/wp-content/uploads/2016/09/Informe_final_v2.compressed.1-20.pdf"
737,"Garcia, P. (2020). Analisis de factores intrinsecos y extrinsecos en el exito reproductivo de Myrcianthes coquimbensis, una especie amenazada del Desierto de Atacama, Chile [Universidad Catolica del Norte y La Universidad de La Serena]. https://repositorio.be-anid.com/server/api/core/bitstreams/0271eb49-5ad4-40f1-a2ac-82b7aa2eb5ea/content"
738,"Vignale, N., & Pochettino, M. (2009). AVANCES SOBRE PLANTAS MEDICINALES ANDINAS. CYTED. https://www.academia.edu/27285893/Fitoterapia_en_los_Valles_Calchaqu%C3%ADes"
739,"Bobbera, T. (2014b). Herbario Estepa Patagonica. Navetierra Pa. https://issuu.com/navetierrapa/docs/herbario_estepa_patag__nica-phone"
740,"Ciari, G., & Nakamatsu, V. (2006). FLORA DE LA REGIÓN EXTRANDINA DEL NOROESTE DEL CHUBUT. Sitio Argentino de Producción Animal. https://www.produccion-animal.com.ar/produccion_y_manejo_pasturas/pasturas_naturales_especies/13-Noroeste_Chubut.pdf"
742,"Johnston, I. (1936). A Study of the Nolanaceae. Proceedings of the American Academy of Arts and Sciences, 71(1), 1-83. https://www-jstor-org.uchile.idm.oclc.org/stable/pdf/20023213.pdf?refreqid=excelsior%3A4fee71ab12dbffe783ad8decd32a2da7&ab_segments=&origin="
743,"Dillon, M., Arancio, G., & Luebert, F. (2007). Five new species of Nolana (Solanaceae-Nolaneae) from Chile. Amaldoa, 14(2), 191-212. http://www.sacha.org/Nolana/Nolana_Arnaldoa14_191-212.pdf"
744,"Hepp, J., & Dilon, M. (2018). A new endemic species of Nolana (Solanaceae-Nolaneae) from near Iquique, Chile. Arnaldoa, 25(2), 323-338. http://www.scielo.org.pe/pdf/arnal/v25n2/a02v25n2.pdf"
745,"Johnston, I. (1929). Papers on the Flora of Northern Chile. Contributions from the Gray Herbarium of Harvard University. http://www.sci.sdsu.edu/plants/cryptantha/pdfs/Johnston1929-Flora_N_Chile.pdf"
746,"Loewe, V., Camelio, E., & Delard, C. (1998). Monografía de Ruil (Nothofagus alessandrii) (p. 23). INFOR. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/3996/11690.pdf;jsessionid=EB5AB0B06F13925583D15081231F0B55?sequence=1"
747,"Loewe, V., Toral, M., Freitte, G., Camelio, E., Mery, A., Lopez, C., & Urquieta, E. (1997). Potencialidad de Especies y Sititos para una Diversificación Silvicola NacionalL. Monografía de raulí Nothofagus alpina. INFOR-CONAF. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/777/8471.pdf?sequence=1&isAllowed=y"
748,"Salinas, J., Koch, L., Acuña, B., & Uribe, A. (2014). PROPAGACIÓN SEXUAL Y ASEXUAL DE ÑIRE Nothofagus antarctica (Forster) Oerst. EN LA PATAGONIA CHILENA. Ciencia e Investigación Forestal INFOR, 20(2), 15-42. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/20782/31315.pdf?sequence=1&isAllowed=y"
749,"Castellano, P. (2017). Análisis dendrocronológico de los patrones de crecimiento de lenga [Nothofagus pumilio (Poepp. & Endl.) Krasser] y guindo [N. betuloides (Mirb.) Oerst.] y sus relaciones con el clima en el Lago del Desierto, Patagonia, Argentina. [UNIVERSIDAD NACIONAL DE CUYO. FACULTAD DE CIENCIAS AGRARIAS]. https://bdigital.uncu.edu.ar/objetos_digitales/9578/tesis-irnr-castellano-paula-luca-2017.pdf"
750,"Paratori, M. (2009). EVALUACIÓN DE LA PRODUCCIÓN Y PRODUCTIVIDAD EN BIOMASA AÉREA EN UN BOSQUE SECUNDARIO DE Nothofagus macrocarpa (A.DC.) F. M Vásquez & R.A. Rodr. EN EL SANTUARIO DE LA NATURALEZA CERRO EL ROBLE, REGIÓN METROPOLITANA [Universidad de Chile. Facultad de Ciencias Forestales y de la Conservación de la Naturaleza]. https://repositorio.uchile.cl/bitstream/handle/2250/151575/Evaluacion-de-la-produccion-y-productividad-en-biomasa-ae%CC%81rea-en-un-bosque-secundario-de-Nothofagus-macrocarpa-%28A-DC%29-F-M-Vasquez-%26-R-%20A-Rodr-en-el-Santuario-de-la-naturaleza-Cerro-El-Roble-Regio%CC%81n-Me.pdf?sequence=1&isAllowed=y"
751,"Mathiasen, P., Vidoz, F., Valle, S., Ojeda, V., Acosta, M., Ippi, S., Ceron, G., & Premoli, A. (2017). Primeros registros de presencia de Nothofagus nitida (Nothofagaceae) en Argentina y estimación de su área de distribución potencial. BOSQUE, 38(3). http://dx.doi.org/10.4067/S0717-92002017000300004"
752,"Loewe, V., Toral, M., Pineda, G., Lopez, C., & Urquieta, E. (1997). Potencialidad de Especies y Sititos para una Diversificación Silvicola Nacional. Monografía de lenga Nothofagus pumilio. INFOR-CONAF. https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/776/8470.pdf?sequence=1&isAllowed=y"
753,"Gay, C. (Ed.). (2010a). Historia fisica y politica de Chile, botanica III. Cámara Chilena de la Construcción: Pontificia Universidad Católica de Chile: Dirección de Bibliotecas, archivos y Museos. http://www.bibliotecanacionaldigital.gob.cl/colecciones/BND/00/SM/SM0000571_0003.pdf"
754,"Seoane, N., Ochoa, J., Pastore, H., Severino, M., & Gamboa, J. (2007). Detección de alcaloides en plantas patagónicas: Notas sobre la investigación como metodología de enseñanza en un curso de química orgánica. Educación Química, 18(4), 303-310. https://revistas.unam.mx/index.php/req/article/view/65877"
755,"Barrick Gold Corporation. (En línea). CENTRO DE DIVULGACIÓN, INVESTIGACIÓN Y CULTIVO DE ALGARROBILLA Y FORMACIONES XEROFÍTICAS. BARRICK. https://barrickcomprometido.cl/"
756,"Macaya, J., & Novoa, P. (2007). LAS ESPECIES DE OXALIS (OXALIDACEAE) QUE CRECEN EN CHILE CONTINENTAL. Chloris Chilensis, 10(1). https://www.chlorischile.cl/oxaliscultivados/oxaliscultivados.htm"
757,"Arancio, G., & Jara, P. (2007). Flora de la Reserva Nacional Pingüino de Humboldt. Ediciones Universidad de La Serena. https://books.google.cl/books?id=KgBtDwAAQBAJ&pg=PT46&lpg=PT46&dq=Oxalis+virgosa+fruto&source=bl&ots=WZd69BPIwt&sig=ACfU3U3r4LzTRjmJKtBA1ghitReL_qrOGA&hl=es-419&sa=X&ved=2ahUKEwjAu9u5q-T3AhU4H7kGHcrVDN4Q6AF6BAgxEAM#v=onepage&q&f=false"
758,"Hualpa, M. (2018). CAPTURA DE CARBONO (CO2) EN DOS ESPECIES DE “TOLA” (Parastrephia lepidophylla Wedd) Y (Baccharis incarum Wedd) EN EL SECTOR LLUSTA DISTRITO DE MAZOCRUZ – PUNO [Universidad Nacional del Altiplano]. https://repositorioslatinoamericanos.uchile.cl/handle/2250/3278912?show=full"
759,"Vargas, G. (2021). Valor de importancia de la flora vascular en el Área de Conservación Regional Vilacota—Maure de la región Tacna [UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN. FACULTAD DE CIENCIAS]. http://repositorio.unjbg.edu.pe/bitstream/handle/UNJBG/4440/1963_2021_vargas_rios_gj_faci_biologia_microbiologia.pdf?sequence=1"
760,"Rovere, A., & Premoli, A. (2018). LA CONÍFERA DEL FIN DEL MUNDO: EL CIPRÉS DE LAS GUAITECAS. DESDE LA PATAGONIA DIFUNDIENDO SABERES, 1, 24-28. https://desdelapatagonia.uncoma.edu.ar/wp-content/uploads/2018/12/5.-Revista-N1_Rovere.pdf"
761,"Corporacion Nacional Forestal. (s.f.). Protejamos el Pitao, Arbol Exclusivo de Chile en Peligro de Extinción. https://bibliotecadigital.ciren.cl/bitstream/handle/20.500.13082/26707/CONAF-0020.pdf?sequence=1&isAllowed=y"
762,"Correa, V. (2021). Flora apícola promisoria para Apis mellifera Linnaeus 1758 en el distrito de Castilla – Piura [UNIVERSIDAD NACIONAL DE PIURA. FACULTAD DE CIENCIAS]. https://repositorio.unp.edu.pe/bitstream/handle/20.500.12676/3042/BIOL-COR-SEM-2021.pdf?sequence=1&isAllowed=y"
763,"Araneda, P., & Groz, C. (2021). ESTUDIO DE FLORA VASCULAR VEGETACIÓN LADERA SUR DEL CERRO MANQUEHUE COMUNA DE VITACURA REGIÓN METROPOLITANA. PILMAIQUEN. https://www.vitacura.cl/files/1355"
764,"Willson, M., Sabag, C., Figueroa, J., & Armesto, J. (1996). Frugivory and seed dispersal of Podocarpus nubigena in Chiloe, Chile. Revista Chilena de Historia Natural, 69, 343-349. https://www.researchgate.net/profile/Javier-Figueroa-7/publication/264935317_Frugivory_and_seed_dispersal_of_Podocarpus_nubigena_in_Chiloe_Chile/links/53f7a00e0cf2c9c3309c882a/Frugivory-and-seed-dispersal-of-Podocarpus-nubigena-in-Chiloe-Chile.pdf"
765,"Trevisan, J., & Aguilar, R. (2019). Evaluación del proceso de viverización para obtención de plantas de queñoa (Polylepis rugulosa Bitter) con distintos tipos de sustratos en la localidad de Chapiquiña, XV región de Arica y Parinacota, Chile. Idesia, 37(3). https://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292019000300089"
766,"Sandoval, L. (1997b). CARACTERIZACIÓN DEL CRECIMIENTO Y COMPORTAMIENTO EN POSTCOSECHA DE FRUTOS DE LÚCUMO (Pouteria lucuma (R. et P.) O. Kze [Universidad de Chile]. https://biblioteca.inia.cl/handle/20.500.14001/35732"
767,"Del Castillo, R. (2006). ESTUDIO TÉCNICO DE LA PRODUCCIÓN DE HARINA DE LÚCUMA EN LA SIERRA DE PIURA [UNIVERSIDAD DE PIURA. FACULTAD DE INGENIERÍA]. https://pirhua.udep.edu.pe/bitstream/handle/11042/1486/ING_443.pdf?sequence=1&isAllowed=y"
769,"Bolaños, M. (2007). Estudios en Fisiología de Semillas de Pouteria lucuma (R & P) SAPOTACEAE «Mediacaro» [PONTIFICIO UNIVERSIDAD JAVERIANA. FACULTAD DE CIENCIAS]. https://repository.javeriana.edu.co/bitstream/handle/10554/55857/POUTERIA.pdf?sequence=1"
770,"Carvallo, G., Guerro, P., Fernandez-Soto, R., Lizama, M., & Villagra, C. (2019). Guía de Propagación de especies en categoría de amenaza del matorral costero: Lúcumo chileno Pouteria splendens y cactus chilenito Eriosyce chilensis. Fondo de Investigación del Bosque Nativo. https://investigacion.conaf.cl/archivos/repositorio_documento/2020/08/Carvallo_et_al_2019_Guia_Propagacion.pdf"
